CODE,NAME OF STOCK,SALES RECORD
,,"10,000-66.55 11,000-66.65 ]< U18,000-67.60 8,500-67.60"
,,"19,000-67.60 8,000-67.60 9,500-67.60 21,500-67.60"
,,"18,000-67.60 9,500-67.60 9,500-67.60 10,000-67.60 >"
2282,MGM CHINA,"< >[ 37,600-15.06 47,600-15.06 38,800-14.80"
,,"43,600-14.84 ]/-//[ X500,000-14.924 38,800-14.80"
,,"50,000-14.86 ]< 34,400-14.86 U106,800-14.86 >"
2286,CHEN XING,"< 1,560,000-1.54 >[ ]/-//[ ]< >"
2300,AMVIG HOLDINGS,"< >[ X600,000-1.87 ]/-//[ ]< >"
2313,SHENZHOU INTL,"< P164,500-98.816 P70,500-98.817 8,000-99.15 >["
,,"Y9,000-99.10 6,000-99.05 13,000-99.05 10,000-98.60"
,,"6,000-96.30 6,000-97.80 10,000-98.85 12,000-98.60"
,,"7,000-98.60 8,000-99.00 6,000-99.05 50,000-98.60"
,,"9,000-98.60 6,000-98.60 6,000-99.05 10,000-98.95"
,,"7,000-99.00 8,000-99.00 6,000-99.00 6,000-98.75"
,,"9,000-98.75 ]/-//[ X378,000-98.525 X200,000-98.675"
,,"6,000-98.75 7,000-98.95 6,000-98.90 6,000-98.20"
,,"9,000-98.85 X230,000-98.925 8,000-99.05 ]< 10,000-99.25"
,,"7,000-99.25 7,000-99.25 10,000-99.25 7,000-99.25"
,,"6,000-99.25 8,000-99.25 6,000-99.25 21,000-99.25"
,,"6,000-99.25 7,000-99.25 U12,000-99.25 14,000-99.25"
,,"10,000-99.25 8,000-99.25 48,000-99.25 31,000-99.25"
,,"U7,000-99.25 19,000-99.25 25,000-99.25 6,000-99.25"
,,"85,000-99.25 16,000-99.25 16,000-99.25 12,000-99.25"
,,"6,000-99.25 13,000-99.25 10,000-99.25 11,000-99.25"
,,"U6,000-99.25 17,000-99.25 >"
2314,LEE & MAN PAPER,"< >[ ]/-//[ 250,000-7.31 97,000-7.35 ]< 80,000-7.37 >"
2318,PING AN,"< P30,000-77.798 P120,000-77.797 P360,000-77.821"
,,"P192,000-77.81 P48,000-77.811 6,500-77.75 6,500-77.75"
,,"10,000-77.75 6,500-77.75 11,000-77.75 U19,000-77.75"
,,"15,500-77.75 7,000-77.75 6,500-77.75 29,000-77.75"
,,"9,000-77.75 9,000-77.75 10,000-77.75 8,500-77.75"
,,"16,500-77.75 10,000-77.75 7,000-77.75 20,500-77.75"
,,"13,000-77.75 13,000-77.75 37,000-77.75 16,500-77.75"
,,"31,000-77.75 15,000-77.75 32,000-77.75 8,500-77.75"
,,"11,000-77.75 7,000-77.75 >[ 8,000-77.55 6,500-77.60"
,,"14,500-77.60 10,000-77.60 12,000-77.55 7,000-77.55"
,,"9,500-77.55 9,000-77.55 6,500-77.50 7,000-77.50"
,,"6,500-77.50 7,000-77.45 10,000-77.40 15,000-77.35"
,,"13,500-77.30 10,000-77.30 10,000-77.15 10,000-77.20"
,,"8,500-77.20 13,000-77.20 9,000-77.20 12,500-77.20"
,,"16,000-77.20 10,000-77.30 16,000-77.30 12,000-77.35"
,,"11,000-77.35 10,000-77.30 10,000-77.30 17,000-77.30"
,,"11,000-77.30 15,000-77.30 15,000-77.30 10,000-77.35"
,,"7,000-77.30 7,000-77.35 8,000-77.35 17,500-77.35"
,,"9,000-77.35 8,500-77.35 9,500-77.35 10,000-77.20"
,,"10,000-77.25 7,000-77.25 6,500-77.25 60,000-77.30"
,,"13,000-77.35 18,000-77.35 25,000-77.30 8,500-77.30"
,,"Y10,000-77.35 11,500-77.35 7,000-77.40 7,000-77.40"
,,"8,000-77.40 8,000-77.45 10,000-77.45 6,500-77.45"
,,"20,000-77.50 6,500-77.50 9,500-77.50 9,500-77.55"
,,"8,500-77.55 7,000-77.50 9,500-77.50 13,000-77.55"
,,"10,000-77.55 16,000-77.55 9,000-77.60 20,500-77.60"
,,"25,500-77.60 6,500-77.65 20,500-77.60 10,000-77.60"
,,"12,000-77.60 30,000-77.60 17,500-77.60 13,000-77.60"
,,"9,500-77.60 9,500-77.60 14,500-77.60 31,000-77.60"
,,"14,500-77.60 7,500-77.60 21,500-77.60 26,000-77.60"
,,"13,500-77.60 7,500-77.60 30,000-77.60 25,500-77.60"
,,"11,500-77.60 7,000-77.60 10,000-77.65 54,000-77.65"
,,"13,500-77.70 14,000-77.65 11,500-77.65 10,500-77.65"
,,"9,000-77.55 29,000-77.55 8,000-77.60 7,000-77.60"
,,"46,000-77.55 9,000-77.55 16,000-77.55 7,500-77.55"
,,"26,000-77.60 7,500-77.60 7,500-77.60 30,000-77.60"
,,"7,500-77.55 10,000-77.60 15,000-77.60 8,000-77.60"
,,"10,000-77.60 9,000-77.55 10,000-77.55 7,000-77.60"
,,"12,500-77.55 11,500-77.55 10,000-77.50 10,500-77.55"
,,"6,500-77.55 18,000-77.55 7,500-77.55 20,500-77.55"
,,"79,000-77.55 11,500-77.55 25,500-77.55 15,000-77.60"
,,"10,000-77.60 10,000-77.60 22,500-77.60 6,500-77.60"
,,"50,000-77.60 19,000-77.60 7,000-77.60 7,000-77.60"
,,"18,500-77.60 13,500-77.65 12,500-77.65 19,500-77.65"
,,"14,000-77.65 12,500-77.65 17,500-77.65 69,000-77.65"
,,"17,500-77.65 18,000-77.70 13,000-77.70 10,000-77.70"
,,"13,000-77.70 6,500-77.70 9,000-77.70 30,000-77.70"
,,"12,500-77.70 10,000-77.70 X10,000-77.70 15,000-77.75"
,,"23,000-77.70 12,000-77.70 46,000-77.70 11,500-77.70"
,,"7,500-77.70 11,000-77.65 11,000-77.65 9,000-77.65"
,,"50,000-77.60 10,000-77.60 57,500-77.60 7,500-77.55"
,,"10,000-77.55 7,000-77.55 13,500-77.55 10,000-77.55"
,,"15,000-77.65 30,000-77.65 14,000-77.65 14,000-77.65"
,,"8,000-77.65 9,000-77.60 15,500-77.60 47,000-77.50"
,,"9,500-77.50 16,500-77.50 6,500-77.55 11,000-77.60"
,,"7,000-77.60 7,000-77.60 7,000-77.60 14,000-77.60"
,,"10,000-77.55 8,500-77.55 9,500-77.55 10,000-77.55"
,,"15,500-77.55 12,500-77.55 25,500-77.50 10,000-77.50"
,,"14,000-77.50 6,500-77.50 50,000-77.45 10,000-77.45"
,,"10,000-77.50 8,000-77.55 17,000-77.55 11,500-77.55"
,,"14,000-77.60 20,500-77.60 7,500-77.60 84,000-77.60"
,,"80,500-77.60 35,500-77.60 6,500-77.65 21,000-77.65"
,,"8,500-77.65 10,000-77.65 10,000-77.65 14,500-77.65"
,,"24,500-77.65 14,500-77.65 13,500-77.65 13,000-77.65"
,,"18,500-77.65 10,000-77.65 15,000-77.65 20,000-77.65"
,,"8,000-77.65 13,500-77.65 7,000-77.65 24,500-77.70"
,,"20,000-77.70 13,000-77.70 27,500-77.70 17,000-77.70"
,,"15,000-77.75 14,000-77.75 12,500-77.75 11,500-77.75"
,,"10,500-77.75 15,000-77.75 8,000-77.75 20,000-77.75"
,,"9,500-77.75 11,500-77.75 8,000-77.80 50,000-77.80"
,,"10,000-77.80 62,500-77.80 16,500-77.80 11,000-77.80"
,,"6,500-77.80 11,500-77.80 30,000-77.80 13,500-77.80"
,,"6,500-77.80 15,000-77.80 8,500-77.85 14,000-77.80"
,,"10,500-77.80 10,000-77.80 20,000-77.85 17,500-77.80"
,,"9,000-77.80 13,000-77.80 23,500-77.80 11,000-77.75"
,,"11,000-77.75 13,000-77.75 8,500-77.75 9,000-77.75"
,,"9,500-77.75 8,000-77.70 7,500-77.75 28,000-77.75"
,,"9,500-77.65 8,500-77.70 14,000-77.65 15,000-77.65"
,,"Y6,500-77.70 23,500-77.70 13,000-77.70 8,000-77.70"
,,"15,000-77.70 8,500-77.70 10,500-77.70 14,500-77.75"
,,"97,500-77.75 29,500-77.75 19,000-77.75 7,500-77.75"
,,"8,000-77.75 7,000-77.75 13,000-77.75 13,000-77.75"
,,"6,500-77.75 7,000-77.75 15,000-77.75 22,500-77.75"
,,"94,500-77.75 6,500-77.75 50,000-77.75 6,500-77.75"
,,"9,000-77.75 27,500-77.75 12,500-77.80 70,000-77.80"
,,"14,500-77.80 10,000-77.80 10,000-77.80 7,500-77.80"
,,"8,000-77.75 50,500-77.75 7,000-77.80 20,000-77.80"
,,"59,000-77.80 20,000-77.80 12,500-77.85 14,000-77.80"
,,"10,500-77.80 8,000-77.75 15,000-77.75 8,000-77.75"
,,"10,000-77.75 10,000-77.75 45,000-77.75 22,500-77.75"
,,"23,000-77.75 11,500-77.75 27,500-77.75 11,000-77.75"
,,"8,500-77.70 16,000-77.75 ]/-//[ 7,500-77.70 8,000-77.65"
,,"10,500-77.65 30,000-77.60 10,000-77.60 9,000-77.60"
,,"8,000-77.60 6,500-77.60 6,500-77.60 6,500-77.60"
,,"7,000-77.60 6,500-77.60 10,000-77.60 9,000-77.60"
,,"13,000-77.60 41,000-77.60 8,000-77.60 7,500-77.60"
,,"7,000-77.55 7,500-77.55 7,500-77.55 6,500-77.55"
,,"X22,500-77.55 7,000-77.50 8,000-77.50 6,500-77.50"
,,"14,500-77.50 30,500-77.50 14,500-77.50 17,500-77.55"
,,"8,500-77.55 13,000-77.55 Y25,000-77.55 8,000-77.55"
,,"14,500-77.50 10,000-77.50 19,500-77.50 6,500-77.55"
,,"9,500-77.50 23,500-77.50 6,500-77.50 7,500-77.50"
,,"10,000-77.45 12,000-77.45 42,000-77.45 7,000-77.40"
,,"9,500-77.40 10,000-77.35 10,000-77.35 8,000-77.40"
,,"8,500-77.40 10,000-77.40 10,000-77.35 10,000-77.35"
,,"6,500-77.35 7,000-77.40 10,500-77.35 7,000-77.35"
,,"10,500-77.35 8,000-77.35 25,000-77.30 7,500-77.35"
,,"8,500-77.35 15,000-77.35 8,000-77.35 10,500-77.40"
,,"8,500-77.40 11,500-77.35 7,500-77.40 8,500-77.40"
,,"18,000-77.40 12,000-77.40 11,500-77.40 18,000-77.40"
,,"126,000-77.40 13,000-77.40 27,000-77.40 11,000-77.40"
,,"15,000-77.45 68,500-77.45 13,000-77.45 7,500-77.45"
,,"11,500-77.45 15,500-77.40 10,000-77.40 10,500-77.45"
,,"192,500-77.45 10,500-77.45 7,500-77.45 26,500-77.45"
,,"7,000-77.50 10,000-77.50 12,000-77.50 10,000-77.50"
,,"Y64,000-77.50 Y27,500-77.50 7,000-77.50 6,500-77.55"
,,"6,500-77.55 8,000-77.55 9,000-77.55 25,500-77.55"
,,"37,500-77.55 29,500-77.55 14,500-77.55 14,000-77.55"
,,"13,000-77.55 7,500-77.55 13,000-77.55 8,000-77.55"
,,"46,000-77.55 11,500-77.55 16,500-77.50 10,000-77.45"
,,"15,000-77.45 30,000-77.45 8,000-77.40 10,000-77.40"
,,"47,500-77.45 12,500-77.45 15,000-77.40 12,500-77.45"
,,"47,500-77.45 25,500-77.45 25,500-77.45 46,000-77.50"
,,"24,500-77.50 7,000-77.50 28,000-77.50 Y11,000-77.50"
,,"Y13,000-77.50 8,000-77.50 10,500-77.50 9,000-77.45"
,,"33,500-77.50 21,000-77.50 12,500-77.55 9,000-77.55"
,,"10,000-77.60 14,500-77.60 12,500-77.60 9,500-77.60"
,,"15,000-77.60 22,500-77.60 21,500-77.60 10,000-77.60"
,,"8,000-77.60 8,500-77.65 29,000-77.65 7,000-77.65"
,,"10,000-77.65 6,500-77.65 15,500-77.65 8,000-77.70"
,,"6,500-77.65 14,000-77.65 7,000-77.60 14,500-77.60"
,,"14,000-77.55 14,000-77.55 10,000-77.55 7,000-77.55"
,,"14,500-77.55 10,000-77.55 8,000-77.50 13,000-77.50"
,,"10,000-77.55 12,000-77.55 11,000-77.55 7,500-77.55"
,,"7,500-77.50 15,500-77.55 9,500-77.55 11,500-77.55"
,,"7,500-77.50 14,500-77.50 11,500-77.50 13,500-77.50"
,,"9,500-77.45 10,500-77.45 19,500-77.45 6,500-77.40"
,,"10,000-77.40 9,000-77.45 7,000-77.45 10,000-77.40"
,,"7,000-77.40 10,000-77.40 16,000-77.45 8,000-77.45"
,,"7,000-77.45 9,500-77.45 6,500-77.45 10,500-77.45"
,,"6,500-77.45 10,000-77.50 10,000-77.50 13,500-77.45"
,,"6,500-77.45 10,000-77.45 7,000-77.40 10,000-77.40"
,,"16,000-77.35 28,000-77.35 10,500-77.35 36,500-77.30"
,,"9,000-77.35 8,000-77.35 11,000-77.35 13,000-77.35"
,,"7,500-77.35 26,000-77.40 20,000-77.40 7,000-77.40"
,,"6,500-77.40 7,500-77.40 13,000-77.45 12,000-77.45"
,,"20,000-77.45 8,500-77.45 12,000-77.50 7,500-77.50"
,,"9,000-77.50 8,500-77.50 9,500-77.50 13,500-77.50"
,,"Y14,000-77.45 10,000-77.45 11,000-77.40 14,500-77.45"
,,"Y7,500-77.45 6,500-77.45 18,000-77.45 Y8,000-77.45"
,,"Y8,000-77.45 6,500-77.45 8,500-77.45 Y8,500-77.45"
,,"10,500-77.45 6,500-77.50 10,000-77.55 11,000-77.50"
,,"Y14,500-77.50 16,500-77.50 Y7,500-77.50 14,500-77.45"
,,"8,500-77.50 23,500-77.50 12,500-77.55 6,500-77.50"
,,"8,500-77.50 16,500-77.50 8,500-77.50 6,500-77.50"
,,"13,000-77.50 12,000-77.50 38,000-77.50 10,000-77.50"
,,"7,500-77.45 10,000-77.50 10,500-77.50 8,000-77.50"
,,"10,000-77.50 7,000-77.50 10,000-77.50 14,500-77.50"
,,"6,500-77.50 17,000-77.50 11,000-77.50 14,500-77.50"
,,"40,500-77.50 10,000-77.50 13,000-77.50 6,500-77.50"
,,"17,000-77.50 7,000-77.50 12,500-77.50 6,500-77.50"
,,"91,500-77.55 10,000-77.55 20,000-77.55 7,500-77.55"
,,"16,500-77.60 11,000-77.55 12,000-77.55 9,000-77.50"
,,"23,000-77.50 26,000-77.50 47,000-77.55 27,000-77.55"
,,"6,500-77.55 15,500-77.55 6,500-77.55 23,500-77.55"
,,"10,500-77.55 20,000-77.60 10,000-77.60 7,000-77.60"
,,"9,500-77.60 13,000-77.60 13,000-77.60 26,500-77.65"
,,"10,000-77.65 60,000-77.65 10,000-77.65 12,000-77.70"
,,"13,000-77.70 60,000-77.70 20,000-77.70 53,500-77.70"
,,"Y9,500-77.70 40,500-77.70 17,000-77.70 8,500-77.70"
,,"10,000-77.70 10,000-77.70 11,500-77.75 15,500-77.70"
,,"16,500-77.75 13,500-77.75 7,500-77.75 8,500-77.75"
,,"28,000-77.75 7,000-77.75 9,500-77.75 10,500-77.70"
,,"9,000-77.75 11,500-77.75 11,500-77.75 20,000-77.75"
,,"25,500-77.75 22,500-77.75 24,500-77.75 7,500-77.75"
,,"25,000-77.70 ]< 10,500-77.85 35,500-77.85 129,000-77.85"
,,"237,000-77.85 103,000-77.85 11,500-77.85 37,500-77.85"
,,"94,000-77.85 106,000-77.85 13,500-77.85 63,000-77.85"
,,"9,000-77.85 22,500-77.85 30,000-77.85 10,000-77.85"
,,"30,000-77.85 20,000-77.85 10,500-77.85 54,500-77.85"
,,"32,500-77.85 45,500-77.85 149,000-77.85 11,000-77.85"
,,"50,500-77.85 10,500-77.85 6,500-77.85 15,500-77.85"
,,"9,000-77.85 127,000-77.85 18,000-77.85 15,500-77.85"
,,"8,000-77.85 17,000-77.85 11,000-77.85 39,000-77.85"
,,"312,000-77.85 38,000-77.85 28,000-77.85 10,500-77.85"
,,"11,000-77.85 48,500-77.85 53,500-77.85 11,000-77.85"
,,"56,000-77.85 80,000-77.85 17,500-77.85 20,000-77.85"
,,"14,500-77.85 30,500-77.85 U54,500-77.85 15,000-77.85"
,,"36,500-77.85 69,000-77.85 38,000-77.85 17,500-77.85"
,,"10,000-77.85 23,000-77.85 37,000-77.85 10,000-77.85"
,,"8,000-77.85 45,500-77.85 72,500-77.85 8,500-77.85"
,,"17,500-77.85 14,000-77.85 16,000-77.85 30,000-77.85"
,,"17,000-77.85 7,000-77.85 49,500-77.85 32,000-77.85"
,,"100,000-77.85 80,000-77.85 8,000-77.85 188,000-77.85"
,,"14,500-77.85 12,500-77.85 53,000-77.85 14,000-77.85"
,,"27,500-77.85 8,500-77.85 20,000-77.85 31,500-77.85"
,,"12,500-77.85 56,000-77.85 40,000-77.85 27,000-77.85"
,,"6,500-77.85 64,500-77.85 7,000-77.85 10,000-77.85"
,,"17,000-77.85 71,500-77.85 237,500-77.85 32,500-77.85"
,,"U16,500-77.85 42,000-77.85 15,000-77.85 10,000-77.85"
,,"10,000-77.85 29,000-77.85 100,000-77.85 21,000-77.85"
,,"45,000-77.85 17,500-77.85 6,500-77.85 20,000-77.85 >"
2319,MENGNIU DAIRY,"< >[ 21,000-24.85 24,000-24.95 33,000-24.90"
,,"40,000-24.80 26,000-24.80 29,000-24.80 34,000-24.85"
,,"33,000-24.85 21,000-24.85 28,000-24.70 82,000-24.70"
,,"27,000-24.70 40,000-24.55 24,000-24.55 21,000-24.55"
,,"23,000-24.60 22,000-24.65 ]/-//[ 29,000-24.60"
,,"30,000-24.70 41,000-24.60 42,000-24.60 22,000-24.75"
,,"23,000-24.80 32,000-24.85 23,000-24.80 25,000-24.80"
,,"35,000-24.80 27,000-24.85 22,000-24.85 24,000-24.80"
,,"26,000-24.85 46,000-24.85 ]< 146,000-24.90 24,000-24.90"
,,"29,000-24.90 286,000-24.90 59,000-24.90 74,000-24.90"
,,"U37,000-24.90 41,000-24.90 86,000-24.90 62,000-24.90"
,,"24,000-24.90 25,000-24.90 40,000-24.90 94,000-24.90"
,,"151,000-24.90 40,000-24.90 75,000-24.90 46,000-24.90"
,,"43,000-24.90 82,000-24.90 69,000-24.90 70,000-24.90"
,,"34,000-24.90 49,000-24.90 33,000-24.90 45,000-24.90"
,,"72,000-24.90 26,000-24.90 25,000-24.90 32,000-24.90"
,,"24,000-24.90 25,000-24.90 29,000-24.90 41,000-24.90"
,,"U71,000-24.90 >"
2328,PICC P&C,"< >[ 82,000-8.38 100,000-8.31 60,000-8.34 ]/-//["
,,"96,000-8.25 74,000-8.23 222,000-8.27 72,000-8.28"
,,"74,000-8.30 80,000-8.30 74,000-8.30 ]< 252,000-8.32"
,,"78,000-8.32 68,000-8.32 66,000-8.32 144,000-8.32"
,,"208,000-8.32 104,000-8.32 96,000-8.32 64,000-8.32"
,,"126,000-8.32 88,000-8.32 68,000-8.32 184,000-8.32"
,,"198,000-8.32 130,000-8.32 162,000-8.32 200,000-8.32 >"
2331,LI NING,"< P392,000-8.608 P392,000-8.607 P695,000-8.609"
,,"P174,000-8.61 >[ 176,000-8.80 145,000-8.80 457,000-8.60"
,,"105,500-8.60 ]/-//[ ]< 124,500-8.79 >"
2333,GREATWALL MOTOR,"< >[ 125,000-5.15 98,000-5.20 178,000-5.23 100,000-5.24"
,,"100,000-5.25 X200,000-5.25 100,000-5.25 X100,000-5.25"
,,"100,000-5.20 174,500-5.21 166,500-5.20 ]/-//["
,,"99,000-5.16 150,000-5.20 102,500-5.20 100,000-5.24"
,,"200,000-5.25 126,000-5.25 100,000-5.23 130,500-5.23"
,,"98,500-5.24 102,000-5.24 110,500-5.24 100,000-5.26"
,,"Y421,000-5.26 X200,000-5.25 X298,500-5.25 129,500-5.25"
,,"120,000-5.25 ]< 113,000-5.25 101,000-5.25 102,000-5.25"
,,"325,500-5.25 >"
2338,WEICHAI POWER,"< >[ 100,000-8.83 65,000-8.80 86,000-8.93 64,000-8.96"
,,"X100,000-8.93 68,000-8.96 69,000-8.97 ]/-//[ ]<"
,,"90,000-8.91 57,000-8.91 130,000-8.91 >"
2342,COMBA,"< >[ 600,000-1.35 ]/-//[ ]< >"
2343,PACIFIC BASIN,"< P640,800-1.859 P427,200-1.86 >[ ]/-//[ 331,000-1.86"
,,"352,000-1.87 ]< >"
2357,AVICHINA,"< >[ 96,000-5.43 ]/-//[ 149,000-5.44 100,000-5.43"
,,"105,000-5.43 100,000-5.45 100,000-5.45 Y122,000-5.44"
,,"100,000-5.45 99,000-5.45 100,000-5.45 92,000-5.46 ]<"
,,"127,000-5.49 92,000-5.49 >"
2380,CHINA POWER,"< >[ ]/-//[ 386,000-1.84 ]< 318,000-1.85 >"
2382,SUNNY OPTICAL,"< 9,400-83.20 10,000-83.20 6,400-83.20 >[ 6,700-83.10"
,,"6,300-81.80 6,900-81.00 8,500-81.40 7,600-81.20"
,,"9,100-81.20 9,300-81.00 14,600-80.95 9,900-81.00"
,,"12,700-81.00 6,900-82.40 6,200-82.60 17,900-82.85"
,,"16,800-82.25 6,500-82.85 7,400-83.00 6,600-82.85"
,,"13,400-82.80 7,200-82.30 10,000-82.60 15,000-81.90"
,,"10,000-81.90 13,000-82.10 18,400-82.20 15,000-82.00"
,,"67,200-82.30 17,800-82.30 10,900-82.30 8,700-82.50"
,,"24,300-82.10 10,000-81.60 10,000-81.50 8,900-81.20"
,,"6,900-81.25 9,600-81.10 10,000-81.10 9,000-81.00"
,,"10,000-80.95 29,800-80.95 10,000-81.05 X277,600-81.23"
,,"X119,000-81.231 11,300-80.70 10,000-80.60 32,000-80.50"
,,"9,200-80.85 9,700-80.60 6,500-80.10 ]/-//[ 9,300-80.00"
,,"10,000-80.00 9,900-79.20 8,000-79.70 6,900-80.10"
,,"13,900-79.75 12,500-79.65 20,000-79.00 10,100-78.70"
,,"20,000-78.90 12,000-80.00 6,700-79.90 7,800-79.75"
,,"7,100-80.00 6,900-80.00 10,000-79.95 10,000-79.90"
,,"10,000-79.80 6,600-79.70 7,800-79.70 16,000-79.70"
,,"23,300-80.00 16,200-80.00 10,000-79.70 10,000-79.65"
,,"12,600-79.50 8,700-79.55 10,000-79.30 35,800-79.35"
,,"35,700-79.35 10,200-79.55 16,200-79.50 10,000-79.55"
,,"11,700-79.55 9,700-79.65 8,000-79.65 9,000-79.70"
,,"7,100-79.70 6,400-79.75 13,800-79.90 6,800-79.85"
,,"7,000-79.60 26,100-79.60 34,400-79.55 6,500-79.55"
,,"7,400-79.50 7,200-79.50 9,800-79.50 9,700-79.50"
,,"M75,000-79.60 10,000-79.65 9,400-79.65 8,800-79.70"
,,"7,000-79.65 15,000-79.65 18,100-79.55 ]< 143,100-79.80"
,,"U26,000-79.80 6,300-79.80 12,500-79.80 13,900-79.80"
,,"8,000-79.80 11,100-79.80 7,000-79.80 11,400-79.80"
,,"13,100-79.80 48,900-79.80 17,600-79.80 18,900-79.80"
,,"15,900-79.80 58,100-79.80 U26,800-79.80 6,900-79.80"
,,"24,800-79.80 8,900-79.80 10,000-79.80 6,700-79.80 >"
2386,SINOPEC SEG,"< P74,400-7.273 >[ ]/-//[ ]< >"
2388,BOC HONG KONG,"< >[ 25,000-30.80 19,000-30.80 28,500-30.85"
,,"90,000-30.90 20,000-31.05 18,500-31.05 19,500-30.95"
,,"23,500-30.95 ]/-//[ 30,000-31.00 28,500-31.00"
,,"39,000-30.95 23,500-30.95 20,000-30.90 100,000-30.95"
,,"30,000-30.95 19,500-30.95 18,000-30.95 30,500-30.95"
,,"30,500-30.95 244,000-31.00 Y80,000-31.00 82,500-31.00"
,,"160,000-31.00 40,500-31.05 39,500-31.05 44,500-31.10"
,,"44,500-31.10 30,500-31.10 60,500-31.10 40,000-31.10"
,,"192,000-31.10 43,500-31.10 39,000-31.10 50,500-31.05"
,,"167,000-31.05 89,000-31.05 17,000-31.05 60,000-31.00"
,,"X28,500-30.925 X46,000-30.925 21,500-30.95"
,,"176,000-30.95 260,000-30.95 50,500-31.00 23,000-31.15"
,,"16,500-31.20 20,500-31.20 27,500-31.20 36,000-31.25"
,,"35,000-31.25 20,500-31.30 18,000-31.30 24,000-31.25"
,,"X47,000-31.275 X25,000-31.275 46,000-31.25 28,500-31.25"
,,"27,500-31.25 Y32,000-31.20 22,500-31.20 30,000-31.20"
,,"21,000-31.20 64,500-31.20 51,000-31.20 50,000-31.25"
,,"36,500-31.25 17,500-31.25 39,500-31.25 35,500-31.30"
,,"Y97,000-31.25 22,500-31.30 28,000-31.30 16,000-31.35"
,,"40,000-31.35 31,000-31.35 48,000-31.35 ]< U16,000-31.35"
,,"90,500-31.35 38,500-31.35 26,500-31.35 22,500-31.35"
,,"112,000-31.35 18,000-31.35 158,500-31.35 18,500-31.35"
,,"19,000-31.35 17,000-31.35 20,000-31.35 30,000-31.35"
,,"81,000-31.35 32,000-31.35 27,500-31.35 37,000-31.35"
,,"75,500-31.35 109,500-31.35 27,000-31.35 40,000-31.35"
,,"56,000-31.35 63,000-31.35 73,500-31.35 47,000-31.35"
,,"54,000-31.35 48,000-31.35 56,500-31.35 >"
2588,BOC AVIATION,"< >[ 10,000-61.80 ]/-//[ 8,300-61.50 Y12,500-61.20 ]<"
,,"10,000-61.25 35,500-61.25 13,200-61.25 14,500-61.25"
,,"8,400-61.25 12,700-61.25 >"
2600,CHALCO,"< >[ 216,000-2.88 200,000-2.88 232,000-2.87"
,,"268,000-2.87 ]/-//[ 222,000-2.87 296,000-2.89"
,,"Y188,000-2.90 196,000-2.90 ]< 208,000-2.91 >"
2601,CPIC,"< P200,000-28.832 >[ 32,000-28.70 20,000-28.85"
,,"20,000-28.85 27,600-28.90 17,800-28.90 22,200-28.85"
,,"50,000-28.80 45,000-28.80 26,000-28.75 50,000-28.85"
,,"25,600-28.85 23,600-28.90 54,800-28.90 80,800-28.90"
,,"26,200-28.90 23,400-28.95 X800,000-28.875 25,000-28.80"
,,"21,400-28.80 20,000-28.80 24,200-28.85 ]/-//["
,,"19,800-28.75 24,600-28.75 70,000-28.70 24,200-28.60"
,,"22,800-28.60 25,000-28.65 34,200-28.70 50,000-28.75"
,,"34,000-28.85 18,200-28.85 30,200-28.85 30,400-28.80"
,,"33,000-28.80 45,800-28.80 46,000-28.80 26,200-28.80"
,,"30,000-28.90 30,000-28.90 17,800-28.90 91,600-28.90"
,,"124,800-28.90 20,800-28.90 50,000-28.90 40,400-28.90"
,,"22,000-28.90 50,000-28.90 49,400-28.90 25,800-28.90"
,,"26,400-28.90 ]< 32,400-28.90 19,600-28.90 36,200-28.90"
,,"26,000-28.90 73,800-28.90 82,800-28.90 75,200-28.90"
,,"65,600-28.90 21,000-28.90 39,400-28.90 22,200-28.90"
,,"17,400-28.90 26,800-28.90 23,000-28.90 76,000-28.90"
,,"19,200-28.90 166,000-28.90 92,000-28.90 23,000-28.90"
,,"98,200-28.90 53,800-28.90 21,000-28.90 >"
2607,SH PHARMA,"< >[ 28,100-19.78 25,800-19.76 30,600-19.78"
,,"29,100-19.80 ]/-//[ 27,000-19.78 28,300-19.78 ]<"
,,"31,300-19.88 32,800-19.88 >"
2611,GTJA,"< >[ X271,400-16.70 ]/-//[ ]< 61,400-16.88 >"
2628,CHINA LIFE,"< 33,000-17.68 >[ 37,000-17.60 42,000-17.56"
,,"37,000-17.60 55,000-17.62 55,000-17.60 44,000-17.64"
,,"30,000-17.64 35,000-17.64 40,000-17.60 67,000-17.60"
,,"70,000-17.64 31,000-17.64 30,000-17.64 32,000-17.62"
,,"162,000-17.62 63,000-17.62 30,000-17.62 50,000-17.62"
,,"37,000-17.60 68,000-17.60 29,000-17.52 29,000-17.52"
,,"71,000-17.52 34,000-17.50 32,000-17.54 36,000-17.56"
,,"44,000-17.56 51,000-17.52 55,000-17.50 60,000-17.48"
,,"30,000-17.48 30,000-17.48 41,000-17.48 125,000-17.48"
,,"94,000-17.50 60,000-17.48 36,000-17.50 72,000-17.50"
,,"99,000-17.50 44,000-17.52 34,000-17.52 39,000-17.50"
,,"83,000-17.50 ]/-//[ 38,000-17.46 50,000-17.46"
,,"75,000-17.44 31,000-17.44 31,000-17.44 86,000-17.44"
,,"150,000-17.42 107,000-17.42 57,000-17.42 55,000-17.42"
,,"30,000-17.44 49,000-17.42 34,000-17.40 39,000-17.38"
,,"72,000-17.38 37,000-17.38 65,000-17.38 64,000-17.38"
